Greeting for those praising Allah (Muslim),اللہ حمد کرنے والوں کو رضا عطا فرمائے
Greeting for those thanking Allah (Muslim),اللہ شکر کرنے والوں کو نعمتوں میں اضافہ فرمائے
Greeting for those fearing Allah (Muslim),اللہ ڈرنے والوں کو امان عطا فرمائے
Greeting for those hoping in Allah (Muslim),اللہ امید رکھنے والوں کو مایوس نہ کرے
Greeting for those loving Allah (Muslim),اللہ محبت کرنے والوں کو دیدار نصیب فرمائے
Greeting for those trusting in Allah (Muslim),اللہ توکل کرنے والوں کی کفایت فرمائے
Greeting for those turning to Allah (Muslim),اللہ رجوع کرنے والوں کو قبول فرمائے
Greeting for those repenting to Allah (Muslim),اللہ توبہ کرنے والوں کو بخش دے
Greeting for those seeking refuge in Allah (Muslim),اللہ پناہ مانگنے والوں کو پناہ دے
Greeting for those asking Allah (Muslim),اللہ مانگنے والوں کو عطا فرمائے
Greeting for those supplicating to Allah (Muslim),اللہ دعا کرنے والوں کی دعائیں قبول فرمائے
Greeting for those worshipping Allah (Muslim),اللہ عبادت کرنے والوں کو اجر عظیم عطا فرمائے
Greeting for those obeying Allah (Muslim),اللہ اطاعت کرنے والوں کو جنت میں داخل فرمائے
Greeting for those following Prophet Muhammad (PBUH) (Muslim),اللہ نبی کریم صلی اللہ علیہ وسلم کی پیروی کرنے والوں کو شفاعت نصیب فرمائے
Greeting for those adhering to Quran and Sunnah (Muslim),اللہ قرآن و سنت پر عمل کرنے والوں کو ہدایت عطا فرمائے
Greeting for those establishing prayer (Salah) (Muslim),اللہ نماز قائم کرنے والوں کو اجر دے
Greeting for those giving charity (Zakat) (Muslim),اللہ زکوٰۃ دینے والوں کے مال میں برکت دے
Greeting for those fasting in Ramadan (Muslim),اللہ رمضان کے روزے رکھنے والوں کو مغفرت عطا فرمائے
Greeting for those performing Hajj (Muslim),اللہ حج کرنے والوں کا حج قبول فرمائے
Greeting for those striving in the path of Allah (Jihad) (Muslim),اللہ جہاد کرنے والوں کو کامیابی عطا فرمائے
Greeting for those enjoining good and forbidding evil (Muslim),اللہ نیکی کا حکم دینے اور برائی سے منع کرنے والوں کی مدد فرمائے
Greeting for those patient in trials (Muslim),اللہ آزمائشوں میں صبر کرنے والوں کو اجر بے حساب عطا فرمائے
Greeting for those grateful in blessings (Muslim),اللہ نعمتوں پر شکر کرنے والوں کو مزید عطا فرمائے
Greeting for those humble to Allah (Muslim),اللہ عاجزی کرنے والوں کو بلندی عطا فرمائے
Greeting for those sincere to Allah (Muslim),اللہ مخلص لوگوں کو قبول فرمائے
Greeting for those truthful to Allah (Muslim),اللہ سچے لوگوں کو عزت عطا فرمائے
Greeting for those just to Allah (Muslim),اللہ عادل لوگوں کو انصاف عطا فرمائے
Greeting for those kind to Allah's creation (Muslim),اللہ مخلوق پر رحم کرنے والوں پر رحم فرمائے
Greeting for those forgiving others (Muslim),اللہ معاف کرنے والوں کو معاف فرمائے
Greeting for those merciful to others (Muslim),اللہ رحم دلوں پر رحم فرمائے
Greeting for those compassionate to others (Muslim),اللہ ہمدردوں پر ہمدردی فرمائے
Greeting for those generous to others (Muslim),اللہ سخی لوگوں کو سخاوت عطا فرمائے
Greeting for those helpful to others (Muslim),اللہ مدد کرنے والوں کی مدد فرمائے
Greeting for those serving others (Muslim),اللہ خدمت کرنے والوں کی خدمت قبول فرمائے
Greeting for those loving others for Allah's sake (Muslim),اللہ اپنی رضا کے لیے محبت کرنے والوں کو جنت میں اکٹھا فرمائے
Greeting for those visiting the sick (Muslim),اللہ بیماروں کی عیادت کرنے والوں کو شفا عطا فرمائے
Greeting for those attending funerals (Muslim),اللہ جنازوں میں شرکت کرنے والوں کو اجر عظیم عطا فرمائے
Greeting for those visiting graves (Muslim),اللہ قبرستانوں کی زیارت کرنے والوں کو عبرت عطا فرمائے
Greeting for those giving gifts (Muslim),اللہ تحائف دینے والوں کو خوشیاں عطا فرمائے
Greeting for those accepting gifts (Muslim),اللہ تحائف قبول کرنے والوں کو شکر گزاری عطا فرمائے
Greeting for those inviting guests (Muslim),اللہ مہمانوں کی میزبانی کرنے والوں کو برکت عطا فرمائے
Greeting for those honoring guests (Muslim),اللہ مہمانوں کی عزت کرنے والوں کو عزت عطا فرمائے
Greeting for those feeding the poor (Muslim),اللہ غریبوں کو کھانا کھلانے والوں کو اجر دے
Greeting for those clothing the needy (Muslim),اللہ ضرورت مندوں کو کپڑے پہنانے والوں کو رحمت عطا فرمائے
Greeting for those sheltering the homeless (Muslim),اللہ بے گھروں کو پناہ دینے والوں کو جنت میں گھر عطا فرمائے
Greeting for those freeing slaves (Muslim),اللہ غلاموں کو آزاد کرنے والوں کو جہنم سے آزادی عطا فرمائے
Greeting for those supporting orphans (Muslim),اللہ یتیموں کی کفالت کرنے والوں کو جنت میں مقام عطا فرمائے
Greeting for those caring for widows (Muslim),اللہ بیواؤں کی دیکھ بھال کرنے والوں کو اجر عظیم عطا فرمائے
Greeting for those helping the disabled (Muslim),اللہ معذوروں کی مدد کرنے والوں کو صحت عطا فرمائے
Greeting for those supporting the elderly (Muslim),اللہ بزرگوں کی حمایت کرنے والوں کو برکت عطا فرمائے
Greeting for those respecting parents (Muslim),اللہ والدین کی عزت کرنے والوں کو جنت عطا فرمائے
Greeting for those kind to children (Muslim),اللہ بچوں پر شفقت کرنے والوں پر رحم فرمائے
Greeting for those upholding family ties (Muslim),اللہ صلہ رحمی کرنے والوں کو اجر دے
Greeting for those visiting relatives (Muslim),اللہ رشتہ داروں سے ملنے والوں کو خوشیاں عطا فرمائے
Greeting for those reconciling between people (Muslim),اللہ لوگوں کے درمیان صلح کرانے والوں کو جنت میں مقام عطا فرمائے
Greeting for those speaking good words (Muslim),اللہ اچھی بات کہنے والوں کو ہدایت عطا فرمائے
Greeting for those remaining silent from evil (Muslim),اللہ برائی سے خاموش رہنے والوں کو محفوظ رکھے
Greeting for those controlling their anger (Muslim),اللہ غصہ ضبط کرنے والوں کو جنت عطا فرمائے
Greeting for those patient in anger (Muslim),اللہ غصے میں صبر کرنے والوں کو اجر عظیم عطا فرمائے
Greeting for those forgiving when angry (Muslim),اللہ غصے میں معاف کرنے والوں کو مغفرت عطا فرمائے
Greeting for those gentle in speech (Muslim),اللہ نرم گفتگو کرنے والوں کو مقبولیت عطا فرمائے
Greeting for those truthful in speech (Muslim),اللہ سچ بولنے والوں کو عزت عطا فرمائے
Greeting for those honest in dealings (Muslim),اللہ ایماندار لوگوں کو برکت عطا فرمائے
Greeting for those trustworthy (Muslim),اللہ امانت داروں کو امان عطا فرمائے
Greeting for those fulfilling promises (Muslim),اللہ وعدہ وفا کرنے والوں کو کامیابی عطا فرمائے
Greeting for those keeping trusts (Muslim),اللہ امانتیں ادا کرنے والوں کو فلاح عطا فرمائے
Greeting for those avoiding backbiting (Muslim),اللہ غیبت سے بچنے والوں کو محفوظ رکھے
Greeting for those avoiding slander (Muslim),اللہ بہتان سے بچنے والوں کو عزت عطا فرمائے
Greeting for those avoiding gossip (Muslim),اللہ لغو گفتگو سے بچنے والوں کو حکمت عطا فرمائے
Greeting for those avoiding vain talk (Muslim),اللہ فضول کلامی سے بچنے والوں کو فضل عطا فرمائے
Greeting for those avoiding argumentation (Muslim),اللہ جھگڑے سے بچنے والوں کو سکون عطا فرمائے
Greeting for those avoiding excessive laughter (Muslim),اللہ زیادہ ہنسنے سے بچنے والوں کو خشوع عطا فرمائے
Greeting for those avoiding excessive joking (Muslim),اللہ زیادہ مذاق کرنے سے بچنے والوں کو وقار عطا فرمائے
Greeting for those avoiding arrogance (Muslim),اللہ تکبر سے بچنے والوں کو عاجزی عطا فرمائے
Greeting for those avoiding pride (Muslim),اللہ غرور سے بچنے والوں کو انکساری عطا فرمائے
Greeting for those avoiding showing off (Muslim),اللہ ریاکاری سے بچنے والوں کو اخلاص عطا فرمائے
Greeting for those avoiding envy (Muslim),اللہ حسد سے بچنے والوں کو قناعت عطا فرمائے
Greeting for those avoiding hatred (Muslim),اللہ نفرت سے بچنے والوں کو محبت عطا فرمائے
Greeting for those avoiding malice (Muslim),اللہ کینہ سے بچنے والوں کو رحمت عطا فرمائے
Greeting for those avoiding rancor (Muslim),اللہ رنجش سے بچنے والوں کو معافی عطا فرمائے
Greeting for those avoiding suspicion (Muslim),اللہ بدگمانی سے بچنے والوں کو حسن ظن عطا فرمائے
Greeting for those avoiding spying (Muslim),اللہ جاسوسی سے بچنے والوں کو حفاظت عطا فرمائے
Greeting for those avoiding seeking faults of others (Muslim),اللہ دوسروں کے عیب تلاش کرنے سے بچنے والوں کو عافیت عطا فرمائے
Greeting for those minding their own business (Muslim),اللہ دوسروں کے معاملات میں دخل اندازی نہ کرنے والوں کو فضل عطا فرمائے
Greeting for those busy with self-improvement (Muslim),اللہ اپنی اصلاح میں مصروف رہنے والوں کو ہدایت عطا فرمائے
Greeting for those repenting from sins (Muslim),اللہ گناہوں سے توبہ کرنے والوں کو بخش دے
Greeting for those seeking forgiveness for sins (Muslim),اللہ گناہوں کی مغفرت طلب کرنے والوں کو معاف فرمائے
Greeting for those asking Allah for Paradise (Muslim),اللہ جنت کا سوال کرنے والوں کو جنت نصیب فرمائے
Greeting for those seeking refuge from Hellfire (Muslim),اللہ جہنم سے پناہ مانگنے والوں کو محفوظ رکھے
Greeting for those fearing Allah's punishment (Muslim),اللہ عذاب الٰہی سے ڈرنے والوں کو امان عطا فرمائے
Greeting for those hoping for Allah's mercy (Muslim),اللہ رحمت الٰہی کی امید رکھنے والوں کو مایوس نہ کرے
Greeting for those loving Allah and His Messenger (Muslim),اللہ اللہ اور اس کے رسول صلی اللہ علیہ وسلم سے محبت کرنے والوں کو قرب عطا فرمائے
